index,name,Mw (g/mol),Mn (g/mol),PDI,Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Solid additive,Doi,,index to extract,derived Rh (nm),normalized intensity (0-1),figure number
,,,,,,,,,,,,,,,,,,,,,,153,457.457,0.233,11
,,,,,,,,,,,,,,,,,,,,,,153,563.652,0.281,11
,,,,,,,,,,,,,,,,,,,,,,153,696.465,0.362,11
,,,,,,,,,,,,,,,,,,,,,,153,802.054,0.417,11
,,,,,,,,,,,,,,,,,,,,,,153,893.328,0.481,11
,,,,,,,,,,,,,,,,,,,,,,153,1162.139,0.566,11
,,,,,,,,,,,,,,,,,,,,,,153,1497.195,0.536,11
,,,,,,,,,,,,,,,,,,,,,,153,1594.208,0.472,11
,,,,,,,,,,,,,,,,,,,,,,153,1782.145,0.379,11
,,,,,,,,,,,,,,,,,,,,,,153,2055.554,0.253,11
,,,,,,,,,,,,,,,,,,,,,,153,2341.079,0.178,11
,,,,,,,,,,,,,,,,,,,,,,153,2495.382,0.126,11
,,,,,,,,,,,,,,,,,,,,,,153,2842.893,0.055,11
,,,,,,,,,,,,,,,,,,,,,,153,3599.836,0.023,11
,,,,,,,,,,,,,,,,,,,,,,153,4572.173,0.027,11
,,,,,,,,,,,,,,,,,,,,,,153,5804.108,0.025,11
,,,,,,,,,,,,,,,,,,,,,,153,7244.132,0.023,11
,,,,,,,,,,,,,,,,,,,,,,153,9354.199,0.021,11
,,,,,,,,,,,,,,,,,,,,,,153,11472.769,0.015,11
,,,,,,,,,,,,,,,,,,,,,,153,13154.182,0.018,11
,,,,,,,,,,,,,,,,,,,,,,153,17586.182,0.023,11
,,,,,,,,,,,,,,,,,,,,,,153,22718.181,0.026,11
,,,,,,,,,,,,,,,,,,,,,,153,34801.998,0.027,11
,,,,,,,,,,,,,,,,,,,,,,153,48091.936,0.02,11
,,,,,,,,,,,,,,,,,,,,,,153,59986.075,0.011,11
,,,,,,,,,,,,,,,,,,,,,,153,74853.206,0.007,11
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,537,0.002,0,29
,,,,,,,,,,,,,,,,,,,,,,537,0.007,0.031,29
,,,,,,,,,,,,,,,,,,,,,,537,0.016,0.094,29
,,,,,,,,,,,,,,,,,,,,,,537,0.043,0.016,29
,,,,,,,,,,,,,,,,,,,,,,537,0.127,-0.016,29
,,,,,,,,,,,,,,,,,,,,,,537,0.64,0.031,29
,,,,,,,,,,,,,,,,,,,,,,537,1.451,-0.016,29
,,,,,,,,,,,,,,,,,,,,,,537,3.169,0.219,29
,,,,,,,,,,,,,,,,,,,,,,537,5.211,0.547,29
,,,,,,,,,,,,,,,,,,,,,,537,5.719,0.859,29
,,,,,,,,,,,,,,,,,,,,,,537,8.389,1.031,29
,,,,,,,,,,,,,,,,,,,,,,537,15.173,0.656,29
,,,,,,,,,,,,,,,,,,,,,,537,27.326,0.313,29
,,,,,,,,,,,,,,,,,,,,,,537,32.574,0.016,29
,,,,,,,,,,,,,,,,,,,,,,537,642.546,0,29
,,,,,,,,,,,,,,,,,,,,,,537,3257.374,0.016,29
,,,,,,,,,,,,,,,,,,,,,,537,19028.816,-0.016,29
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,540,0.008,0.029,29
,,,,,,,,,,,,,,,,,,,,,,540,0.033,0.014,29
,,,,,,,,,,,,,,,,,,,,,,540,0.082,0.101,29
,,,,,,,,,,,,,,,,,,,,,,540,0.327,0.029,29
,,,,,,,,,,,,,,,,,,,,,,540,1.105,0.029,29
,,,,,,,,,,,,,,,,,,,,,,540,5.615,0.029,29
,,,,,,,,,,,,,,,,,,,,,,540,12.508,0.058,29
,,,,,,,,,,,,,,,,,,,,,,540,42.827,0.029,29
,,,,,,,,,,,,,,,,,,,,,,540,55.822,0.71,29
,,,,,,,,,,,,,,,,,,,,,,540,55.822,0.377,29
,,,,,,,,,,,,,,,,,,,,,,540,86.31,0.971,29
,,,,,,,,,,,,,,,,,,,,,,540,170.898,0.623,29
,,,,,,,,,,,,,,,,,,,,,,540,311.606,0.145,29
,,,,,,,,,,,,,,,,,,,,,,540,852.995,0,29
,,,,,,,,,,,,,,,,,,,,,,540,1630.333,0.072,29
,,,,,,,,,,,,,,,,,,,,,,540,5388.375,0.13,29
,,,,,,,,,,,,,,,,,,,,,,540,16017.826,0.116,29
,,,,,,,,,,,,,,,,,,,,,,540,63918.504,0.043,29
,,,,,,,,,,,,,,,,,,,,,,540,326637.841,0.029,29
,,,,,,,,,,,,,,,,,,,,,,540,1449189.97,0.029,29
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,623,9.173,0.063,32
,,,,,,,,,,,,,,,,,,,,,,623,15.346,0.058,32
,,,,,,,,,,,,,,,,,,,,,,623,25.339,0.076,32
,,,,,,,,,,,,,,,,,,,,,,623,37.625,0.092,32
,,,,,,,,,,,,,,,,,,,,,,623,55.371,0.176,32
,,,,,,,,,,,,,,,,,,,,,,623,76.69,0.26,32
,,,,,,,,,,,,,,,,,,,,,,623,97.482,0.399,32
,,,,,,,,,,,,,,,,,,,,,,623,137.361,0.506,32
,,,,,,,,,,,,,,,,,,,,,,623,184.183,0.566,32
,,,,,,,,,,,,,,,,,,,,,,623,230.753,0.546,32
,,,,,,,,,,,,,,,,,,,,,,623,291.699,0.458,32
,,,,,,,,,,,,,,,,,,,,,,623,363.569,0.382,32
,,,,,,,,,,,,,,,,,,,,,,623,438.7,0.282,32
,,,,,,,,,,,,,,,,,,,,,,623,539.115,0.216,32
,,,,,,,,,,,,,,,,,,,,,,623,723.381,0.117,32
,,,,,,,,,,,,,,,,,,,,,,623,994.672,0.121,32
,,,,,,,,,,,,,,,,,,,,,,623,1639.003,0.116,32
,,,,,,,,,,,,,,,,,,,,,,623,2358.586,0.12,32
,,,,,,,,,,,,,,,,,,,,,,623,4326.185,0.128,32
,,,,,,,,,,,,,,,,,,,,,,623,8551.475,0.125,32
,,,,,,,,,,,,,,,,,,,,,,623,12259.321,0.254,32
,,,,,,,,,,,,,,,,,,,,,,623,13793.047,0.551,32
,,,,,,,,,,,,,,,,,,,,,,623,16886.043,1.111,32
,,,,,,,,,,,,,,,,,,,,,,623,18022.672,0.827,32
,,,,,,,,,,,,,,,,,,,,,,623,18526.54,0.464,32
,,,,,,,,,,,,,,,,,,,,,,623,22147.945,0.262,32
,,,,,,,,,,,,,,,,,,,,,,623,26642.008,0.128,32
,,,,,,,,,,,,,,,,,,,,,,623,35040.478,0.142,32
,,,,,,,,,,,,,,,,,,,,,,623,49614.271,0.135,32
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,624,14.259,0.083,32
,,,,,,,,,,,,,,,,,,,,,,624,22.466,0.077,32
,,,,,,,,,,,,,,,,,,,,,,624,29.956,0.081,32
,,,,,,,,,,,,,,,,,,,,,,624,38.71,0.119,32
,,,,,,,,,,,,,,,,,,,,,,624,51.543,0.169,32
,,,,,,,,,,,,,,,,,,,,,,624,75.13,0.232,32
,,,,,,,,,,,,,,,,,,,,,,624,101.597,0.271,32
,,,,,,,,,,,,,,,,,,,,,,624,125.412,0.32,32
,,,,,,,,,,,,,,,,,,,,,,624,155.028,0.323,32
,,,,,,,,,,,,,,,,,,,,,,624,185.724,0.36,32
,,,,,,,,,,,,,,,,,,,,,,624,229.744,0.339,32
,,,,,,,,,,,,,,,,,,,,,,624,293.04,0.307,32
,,,,,,,,,,,,,,,,,,,,,,624,404.025,0.207,32
,,,,,,,,,,,,,,,,,,,,,,624,477.758,0.174,32
,,,,,,,,,,,,,,,,,,,,,,624,548.479,0.118,32
,,,,,,,,,,,,,,,,,,,,,,624,709.762,0.109,32
,,,,,,,,,,,,,,,,,,,,,,624,863.88,0.123,32
,,,,,,,,,,,,,,,,,,,,,,624,1261.877,0.117,32
,,,,,,,,,,,,,,,,,,,,,,624,3988.65,0.131,32
,,,,,,,,,,,,,,,,,,,,,,624,5479.968,0.147,32
,,,,,,,,,,,,,,,,,,,,,,624,8899.729,0.141,32
,,,,,,,,,,,,,,,,,,,,,,624,11094.746,0.365,32
,,,,,,,,,,,,,,,,,,,,,,624,12043.493,0.657,32
,,,,,,,,,,,,,,,,,,,,,,624,14231.352,1.147,32
,,,,,,,,,,,,,,,,,,,,,,624,15237.6,0.892,32
,,,,,,,,,,,,,,,,,,,,,,624,17364.305,0.58,32
,,,,,,,,,,,,,,,,,,,,,,624,19766.94,0.303,32
,,,,,,,,,,,,,,,,,,,,,,624,25283.936,0.178,32
,,,,,,,,,,,,,,,,,,,,,,624,34761.835,0.17,32
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,625,13.494,0.077,32
,,,,,,,,,,,,,,,,,,,,,,625,20.017,0.082,32
,,,,,,,,,,,,,,,,,,,,,,625,31.549,0.087,32
,,,,,,,,,,,,,,,,,,,,,,625,43.516,0.125,32
,,,,,,,,,,,,,,,,,,,,,,625,58.349,0.186,32
,,,,,,,,,,,,,,,,,,,,,,625,73.557,0.234,32
,,,,,,,,,,,,,,,,,,,,,,625,108.027,0.295,32
,,,,,,,,,,,,,,,,,,,,,,625,153.59,0.334,32
,,,,,,,,,,,,,,,,,,,,,,625,201.798,0.337,32
,,,,,,,,,,,,,,,,,,,,,,625,280.557,0.296,32
,,,,,,,,,,,,,,,,,,,,,,625,372.704,0.254,32
,,,,,,,,,,,,,,,,,,,,,,625,445.25,0.211,32
,,,,,,,,,,,,,,,,,,,,,,625,589.05,0.123,32
,,,,,,,,,,,,,,,,,,,,,,625,797.772,0.127,32
,,,,,,,,,,,,,,,,,,,,,,625,1219.821,0.132,32
,,,,,,,,,,,,,,,,,,,,,,625,1893.65,0.138,32
,,,,,,,,,,,,,,,,,,,,,,625,2939.702,0.143,32
,,,,,,,,,,,,,,,,,,,,,,625,5230.991,0.15,32
,,,,,,,,,,,,,,,,,,,,,,625,7118.791,0.54,32
,,,,,,,,,,,,,,,,,,,,,,625,7815.776,0.735,32
,,,,,,,,,,,,,,,,,,,,,,625,9594.83,1.158,32
,,,,,,,,,,,,,,,,,,,,,,625,10577.898,0.898,32
,,,,,,,,,,,,,,,,,,,,,,625,11746.404,0.717,32
,,,,,,,,,,,,,,,,,,,,,,625,12963.316,0.468,32
,,,,,,,,,,,,,,,,,,,,,,625,15359.013,0.334,32
,,,,,,,,,,,,,,,,,,,,,,625,17942.098,0.211,32
,,,,,,,,,,,,,,,,,,,,,,625,20729.702,0.133,32
,,,,,,,,,,,,,,,,,,,,,,625,25997.944,0.125,32
,,,,,,,,,,,,,,,,,,,,,,625,29799.982,0.126,32
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,626,14.909,0.091,32
,,,,,,,,,,,,,,,,,,,,,,626,20.495,0.095,32
,,,,,,,,,,,,,,,,,,,,,,626,29.935,0.099,32
,,,,,,,,,,,,,,,,,,,,,,626,39.364,0.137,32
,,,,,,,,,,,,,,,,,,,,,,626,48.051,0.219,32
,,,,,,,,,,,,,,,,,,,,,,626,61.299,0.256,32
,,,,,,,,,,,,,,,,,,,,,,626,80.744,0.35,32
,,,,,,,,,,,,,,,,,,,,,,626,106.213,0.399,32
,,,,,,,,,,,,,,,,,,,,,,626,139.522,0.402,32
,,,,,,,,,,,,,,,,,,,,,,626,172.2,0.348,32
,,,,,,,,,,,,,,,,,,,,,,626,206.258,0.305,32
,,,,,,,,,,,,,,,,,,,,,,626,238.936,0.159,32
,,,,,,,,,,,,,,,,,,,,,,626,261.319,0.115,32
,,,,,,,,,,,,,,,,,,,,,,626,376.075,0.131,32
,,,,,,,,,,,,,,,,,,,,,,626,638.961,0.126,32
,,,,,,,,,,,,,,,,,,,,,,626,1171.469,0.133,32
,,,,,,,,,,,,,,,,,,,,,,626,1818.617,0.15,32
,,,,,,,,,,,,,,,,,,,,,,626,3542.609,0.158,32
,,,,,,,,,,,,,,,,,,,,,,626,5094.803,0.151,32
,,,,,,,,,,,,,,,,,,,,,,626,6225.603,0.267,32
,,,,,,,,,,,,,,,,,,,,,,626,6989.393,0.587,32
,,,,,,,,,,,,,,,,,,,,,,626,8144.264,1.134,32
,,,,,,,,,,,,,,,,,,,,,,626,9273.476,0.92,32
,,,,,,,,,,,,,,,,,,,,,,626,11382.591,0.684,32
,,,,,,,,,,,,,,,,,,,,,,626,12774.666,0.492,32
,,,,,,,,,,,,,,,,,,,,,,626,14097.065,0.243,32
,,,,,,,,,,,,,,,,,,,,,,626,16879.428,0.189,32
,,,,,,,,,,,,,,,,,,,,,,626,24654.313,0.194,32
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,627,9.585,0.042,32
,,,,,,,,,,,,,,,,,,,,,,627,14.005,0.059,32
,,,,,,,,,,,,,,,,,,,,,,627,20.478,0.099,32
,,,,,,,,,,,,,,,,,,,,,,627,25.327,0.114,32
,,,,,,,,,,,,,,,,,,,,,,627,32.359,0.2,32
,,,,,,,,,,,,,,,,,,,,,,627,42.645,0.311,32
,,,,,,,,,,,,,,,,,,,,,,627,53.645,0.385,32
,,,,,,,,,,,,,,,,,,,,,,627,70.596,0.449,32
,,,,,,,,,,,,,,,,,,,,,,627,88.742,0.499,32
,,,,,,,,,,,,,,,,,,,,,,627,111.392,0.502,32
,,,,,,,,,,,,,,,,,,,,,,627,137.521,0.457,32
,,,,,,,,,,,,,,,,,,,,,,627,169.779,0.412,32
,,,,,,,,,,,,,,,,,,,,,,627,209.452,0.344,32
,,,,,,,,,,,,,,,,,,,,,,627,258.209,0.251,32
,,,,,,,,,,,,,,,,,,,,,,627,322.828,0.123,32
,,,,,,,,,,,,,,,,,,,,,,627,410.966,0.09,32
,,,,,,,,,,,,,,,,,,,,,,627,531.347,0.07,32
,,,,,,,,,,,,,,,,,,,,,,627,1319.551,0.094,32
,,,,,,,,,,,,,,,,,,,,,,627,2276.169,0.089,32
,,,,,,,,,,,,,,,,,,,,,,627,3224.206,0.081,32
,,,,,,,,,,,,,,,,,,,,,,627,5001.846,0.075,32
,,,,,,,,,,,,,,,,,,,,,,627,5673.089,0.231,32
,,,,,,,,,,,,,,,,,,,,,,627,6273.931,0.554,32
,,,,,,,,,,,,,,,,,,,,,,627,7364.036,0.842,32
,,,,,,,,,,,,,,,,,,,,,,627,8265.342,1.153,32
,,,,,,,,,,,,,,,,,,,,,,627,9828.297,0.869,32
,,,,,,,,,,,,,,,,,,,,,,627,11678.371,0.562,32
,,,,,,,,,,,,,,,,,,,,,,627,13126.654,0.421,32
,,,,,,,,,,,,,,,,,,,,,,627,14093.684,0.267,32
,,,,,,,,,,,,,,,,,,,,,,627,18162.964,0.139,32
,,,,,,,,,,,,,,,,,,,,,,627,23491.78,0.131,32
,,,,,,,,,,,,,,,,,,,,,,627,31319.022,0.123,32
,,,,,,,,,,,,,,,,,,,,,,627,38152.651,0.137,32
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,628,5.955,-0.009,33
,,,,,,,,,,,,,,,,,,,,,,628,10.495,0,33
,,,,,,,,,,,,,,,,,,,,,,628,15.652,0.009,33
,,,,,,,,,,,,,,,,,,,,,,628,22.925,0.034,33
,,,,,,,,,,,,,,,,,,,,,,628,30.847,0.077,33
,,,,,,,,,,,,,,,,,,,,,,628,40.186,0.106,33
,,,,,,,,,,,,,,,,,,,,,,628,54.09,0.145,33
,,,,,,,,,,,,,,,,,,,,,,628,67.097,0.162,33
,,,,,,,,,,,,,,,,,,,,,,628,86.056,0.179,33
,,,,,,,,,,,,,,,,,,,,,,628,101.683,0.179,33
,,,,,,,,,,,,,,,,,,,,,,628,122.515,0.145,33
,,,,,,,,,,,,,,,,,,,,,,628,142.822,0.106,33
,,,,,,,,,,,,,,,,,,,,,,628,158.534,0.055,33
,,,,,,,,,,,,,,,,,,,,,,628,204.634,-0.004,33
,,,,,,,,,,,,,,,,,,,,,,628,262.829,-0.004,33
,,,,,,,,,,,,,,,,,,,,,,628,398.871,-0.004,33
,,,,,,,,,,,,,,,,,,,,,,628,831.433,-0.009,33
,,,,,,,,,,,,,,,,,,,,,,628,1180.324,-0.009,33
,,,,,,,,,,,,,,,,,,,,,,628,1703.207,-0.004,33
,,,,,,,,,,,,,,,,,,,,,,628,2857.98,-0.009,33
,,,,,,,,,,,,,,,,,,,,,,628,4636.648,-0.009,33
,,,,,,,,,,,,,,,,,,,,,,628,5984.919,0.132,33
,,,,,,,,,,,,,,,,,,,,,,628,6245.391,0.421,33
,,,,,,,,,,,,,,,,,,,,,,628,6510.263,0.723,33
,,,,,,,,,,,,,,,,,,,,,,628,7026.626,1.009,33
,,,,,,,,,,,,,,,,,,,,,,628,7389.927,0.804,33
,,,,,,,,,,,,,,,,,,,,,,628,8072.918,0.545,33
,,,,,,,,,,,,,,,,,,,,,,628,8267.239,0.26,33
,,,,,,,,,,,,,,,,,,,,,,628,9189.79,-0.009,33
,,,,,,,,,,,,,,,,,,,,,,628,12203.769,-0.009,33
,,,,,,,,,,,,,,,,,,,,,,628,18838.832,-0.013,33
,,,,,,,,,,,,,,,,,,,,,,628,24612.185,-0.017,33
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,641,0.6,-0.004,36
,,,,,,,,,,,,,,,,,,,,,,641,0.833,-0.003,36
,,,,,,,,,,,,,,,,,,,,,,641,1.002,0.021,36
,,,,,,,,,,,,,,,,,,,,,,641,1.124,0.052,36
,,,,,,,,,,,,,,,,,,,,,,641,1.301,0.074,36
,,,,,,,,,,,,,,,,,,,,,,641,1.556,0.06,36
,,,,,,,,,,,,,,,,,,,,,,641,1.633,0.043,36
,,,,,,,,,,,,,,,,,,,,,,641,1.712,0.029,36
,,,,,,,,,,,,,,,,,,,,,,641,1.864,0.016,36
,,,,,,,,,,,,,,,,,,,,,,641,2.001,0.007,36
,,,,,,,,,,,,,,,,,,,,,,641,2.261,0,36
,,,,,,,,,,,,,,,,,,,,,,641,3.402,-0.002,36
,,,,,,,,,,,,,,,,,,,,,,641,4.426,-0.002,36
,,,,,,,,,,,,,,,,,,,,,,641,5.456,0.001,36
,,,,,,,,,,,,,,,,,,,,,,641,6.038,0.008,36
,,,,,,,,,,,,,,,,,,,,,,641,6.689,0.039,36
,,,,,,,,,,,,,,,,,,,,,,641,6.724,0.029,36
,,,,,,,,,,,,,,,,,,,,,,641,7.007,0.05,36
,,,,,,,,,,,,,,,,,,,,,,641,7.244,0.062,36
,,,,,,,,,,,,,,,,,,,,,,641,8.091,0.077,36
,,,,,,,,,,,,,,,,,,,,,,641,8.738,0.081,36
,,,,,,,,,,,,,,,,,,,,,,641,9.362,0.075,36
,,,,,,,,,,,,,,,,,,,,,,641,10.08,0.059,36
,,,,,,,,,,,,,,,,,,,,,,641,10.704,0.045,36
,,,,,,,,,,,,,,,,,,,,,,641,11.348,0.034,36
,,,,,,,,,,,,,,,,,,,,,,641,12.008,0.027,36
,,,,,,,,,,,,,,,,,,,,,,641,12.768,0.01,36
,,,,,,,,,,,,,,,,,,,,,,641,13.693,0.002,36
,,,,,,,,,,,,,,,,,,,,,,641,16.911,0.001,36
,,,,,,,,,,,,,,,,,,,,,,641,26.812,0.001,36
,,,,,,,,,,,,,,,,,,,,,,641,41.928,0.001,36
,,,,,,,,,,,,,,,,,,,,,,641,81.938,0.003,36
,,,,,,,,,,,,,,,,,,,,,,641,171.123,0.004,36
,,,,,,,,,,,,,,,,,,,,,,641,200.373,0.004,36
,,,,,,,,,,,,,,,,,,,,,,641,215.98,0.012,36
,,,,,,,,,,,,,,,,,,,,,,641,231.973,0.026,36
,,,,,,,,,,,,,,,,,,,,,,641,242.525,0.041,36
,,,,,,,,,,,,,,,,,,,,,,641,249.19,0.065,36
,,,,,,,,,,,,,,,,,,,,,,641,253.351,0.083,36
,,,,,,,,,,,,,,,,,,,,,,641,261.076,0.101,36
,,,,,,,,,,,,,,,,,,,,,,641,268.861,0.12,36
,,,,,,,,,,,,,,,,,,,,,,641,273.173,0.14,36
,,,,,,,,,,,,,,,,,,,,,,641,278.005,0.157,36
,,,,,,,,,,,,,,,,,,,,,,641,302.052,0.174,36
,,,,,,,,,,,,,,,,,,,,,,641,346.185,0.165,36
,,,,,,,,,,,,,,,,,,,,,,641,372.967,0.149,36
,,,,,,,,,,,,,,,,,,,,,,641,388.794,0.12,36
,,,,,,,,,,,,,,,,,,,,,,641,444.733,0.064,36
,,,,,,,,,,,,,,,,,,,,,,641,504.281,0.025,36
,,,,,,,,,,,,,,,,,,,,,,641,536.545,0.008,36
,,,,,,,,,,,,,,,,,,,,,,641,663.697,0.003,36
,,,,,,,,,,,,,,,,,,,,,,641,959.446,0.003,36
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,643,2.474,0,37
,,,,,,,,,,,,,,,,,,,,,,643,3.564,-0.001,37
,,,,,,,,,,,,,,,,,,,,,,643,4.584,0,37
,,,,,,,,,,,,,,,,,,,,,,643,5.133,0.022,37
,,,,,,,,,,,,,,,,,,,,,,643,5.466,0.042,37
,,,,,,,,,,,,,,,,,,,,,,643,6.77,0.067,37
,,,,,,,,,,,,,,,,,,,,,,643,7.678,0.053,37
,,,,,,,,,,,,,,,,,,,,,,643,8.491,0.036,37
,,,,,,,,,,,,,,,,,,,,,,643,9.39,0.015,37
,,,,,,,,,,,,,,,,,,,,,,643,10.385,0.001,37
,,,,,,,,,,,,,,,,,,,,,,643,17.178,0.001,37
,,,,,,,,,,,,,,,,,,,,,,643,39.412,0.003,37
,,,,,,,,,,,,,,,,,,,,,,643,92.728,0.003,37
,,,,,,,,,,,,,,,,,,,,,,643,144.036,0.005,37
,,,,,,,,,,,,,,,,,,,,,,643,165.417,0.015,37
,,,,,,,,,,,,,,,,,,,,,,643,182.934,0.075,37
,,,,,,,,,,,,,,,,,,,,,,643,204.869,0.158,37
,,,,,,,,,,,,,,,,,,,,,,643,212.75,0.195,37
,,,,,,,,,,,,,,,,,,,,,,643,223.731,0.221,37
,,,,,,,,,,,,,,,,,,,,,,643,229.433,0.24,37
,,,,,,,,,,,,,,,,,,,,,,643,260.196,0.259,37
,,,,,,,,,,,,,,,,,,,,,,643,284.153,0.23,37
,,,,,,,,,,,,,,,,,,,,,,643,326.333,0.191,37
,,,,,,,,,,,,,,,,,,,,,,643,330.465,0.151,37
,,,,,,,,,,,,,,,,,,,,,,643,338.887,0.109,37
,,,,,,,,,,,,,,,,,,,,,,643,379.52,0.061,37
,,,,,,,,,,,,,,,,,,,,,,643,389.192,0.038,37
,,,,,,,,,,,,,,,,,,,,,,643,419.711,0.009,37
,,,,,,,,,,,,,,,,,,,,,,643,526.395,0.005,37
,,,,,,,,,,,,,,,,,,,,,,643,904.241,0.007,37
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,644,0.487,-0.004,38
,,,,,,,,,,,,,,,,,,,,,,644,0.578,-0.005,38
,,,,,,,,,,,,,,,,,,,,,,644,0.607,0.022,38
,,,,,,,,,,,,,,,,,,,,,,644,0.685,0.042,38
,,,,,,,,,,,,,,,,,,,,,,644,0.737,0.022,38
,,,,,,,,,,,,,,,,,,,,,,644,0.803,-0.004,38
,,,,,,,,,,,,,,,,,,,,,,644,1.102,-0.003,38
,,,,,,,,,,,,,,,,,,,,,,644,2.235,-0.006,38
,,,,,,,,,,,,,,,,,,,,,,644,4.642,-0.007,38
,,,,,,,,,,,,,,,,,,,,,,644,10.499,-0.007,38
,,,,,,,,,,,,,,,,,,,,,,644,22.62,-0.007,38
,,,,,,,,,,,,,,,,,,,,,,644,75.563,-0.008,38
,,,,,,,,,,,,,,,,,,,,,,644,81.293,0.02,38
,,,,,,,,,,,,,,,,,,,,,,644,92.951,0.086,38
,,,,,,,,,,,,,,,,,,,,,,644,98.789,0.14,38
,,,,,,,,,,,,,,,,,,,,,,644,102.467,0.177,38
,,,,,,,,,,,,,,,,,,,,,,644,103.723,0.208,38
,,,,,,,,,,,,,,,,,,,,,,644,107.584,0.231,38
,,,,,,,,,,,,,,,,,,,,,,644,121.522,0.284,38
,,,,,,,,,,,,,,,,,,,,,,644,135.605,0.263,38
,,,,,,,,,,,,,,,,,,,,,,644,144.122,0.242,38
,,,,,,,,,,,,,,,,,,,,,,644,147.677,0.204,38
,,,,,,,,,,,,,,,,,,,,,,644,153.174,0.168,38
,,,,,,,,,,,,,,,,,,,,,,644,160.823,0.133,38
,,,,,,,,,,,,,,,,,,,,,,644,166.81,0.095,38
,,,,,,,,,,,,,,,,,,,,,,644,173.02,0.057,38
,,,,,,,,,,,,,,,,,,,,,,644,186.141,-0.004,38
,,,,,,,,,,,,,,,,,,,,,,644,223.463,-0.007,38
,,,,,,,,,,,,,,,,,,,,,,644,285.119,-0.009,38
,,,,,,,,,,,,,,,,,,,,,,644,386.635,-0.008,38
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,645,0.605,-0.006,39
,,,,,,,,,,,,,,,,,,,,,,645,0.916,-0.006,39
,,,,,,,,,,,,,,,,,,,,,,645,1.015,0.001,39
,,,,,,,,,,,,,,,,,,,,,,645,1.162,0.04,39
,,,,,,,,,,,,,,,,,,,,,,645,1.261,0.067,39
,,,,,,,,,,,,,,,,,,,,,,645,1.371,0.097,39
,,,,,,,,,,,,,,,,,,,,,,645,1.481,0.103,39
,,,,,,,,,,,,,,,,,,,,,,645,1.633,0.094,39
,,,,,,,,,,,,,,,,,,,,,,645,1.706,0.067,39
,,,,,,,,,,,,,,,,,,,,,,645,1.843,0.024,39
,,,,,,,,,,,,,,,,,,,,,,645,2.103,-0.002,39
,,,,,,,,,,,,,,,,,,,,,,645,2.877,-0.007,39
,,,,,,,,,,,,,,,,,,,,,,645,5.747,-0.007,39
,,,,,,,,,,,,,,,,,,,,,,645,16.334,-0.006,39
,,,,,,,,,,,,,,,,,,,,,,645,46.364,-0.011,39
,,,,,,,,,,,,,,,,,,,,,,645,51.986,-0.006,39
,,,,,,,,,,,,,,,,,,,,,,645,58.218,0.044,39
,,,,,,,,,,,,,,,,,,,,,,645,64.205,0.133,39
,,,,,,,,,,,,,,,,,,,,,,645,69.303,0.187,39
,,,,,,,,,,,,,,,,,,,,,,645,71.025,0.234,39
,,,,,,,,,,,,,,,,,,,,,,645,73.802,0.287,39
,,,,,,,,,,,,,,,,,,,,,,645,80.795,0.346,39
,,,,,,,,,,,,,,,,,,,,,,645,91.402,0.287,39
,,,,,,,,,,,,,,,,,,,,,,645,92.986,0.155,39
,,,,,,,,,,,,,,,,,,,,,,645,93.386,0.222,39
,,,,,,,,,,,,,,,,,,,,,,645,96.178,-0.011,39
,,,,,,,,,,,,,,,,,,,,,,645,100.677,0.071,39
,,,,,,,,,,,,,,,,,,,,,,645,163.187,-0.01,39
,,,,,,,,,,,,,,,,,,,,,,645,243.927,-0.013,39
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,647,0.449,0.007,41
,,,,,,,,,,,,,,,,,,,,,,647,0.507,0.01,41
,,,,,,,,,,,,,,,,,,,,,,647,0.522,0.027,41
,,,,,,,,,,,,,,,,,,,,,,647,0.568,0.055,41
,,,,,,,,,,,,,,,,,,,,,,647,0.674,0.036,41
